RowNumber,CustomerId,Name,CardNumber,CreditScore,Country,EstimatedSalary,ConversionDate,FirstPurchase,DateOfPitch,Gender,Age,Tenure,Balance,NumOfProducts,IsActiveMember
639,15588350,McIntyre,3.52933E+15,744,France,24234.11,8/4/2022,8/4/2022,8/4/2022,Female,43,10,147832.15,1,1
640,15798398,Pagnotto,4.91777E+15,785,France,190627.01,5/23/2022,5/23/2022,5/23/2022,Female,36,4,135438.4,1,0
641,15784844,K'ung,6.76195E+17,752,Spain,156618.38,12/7/2022,12/7/2022,12/7/2022,Male,48,5,116060.08,1,0
642,15580684,Feng,3.57876E+15,706,France,42334.38,5/16/2022,5/16/2022,5/16/2022,Female,29,5,112564.62,1,0
643,15809663,Donaldson,3.05202E+13,583,France,110784.42,11/30/2022,11/30/2022,11/30/2022,Female,27,1,125406.58,1,1
644,15640078,Chambers,4.17501E+15,660,Germany,173683,1/3/2022,1/3/2022,1/3/2022,Female,39,5,135134.99,1,0
645,15698786,Marcelo,6.70923E+18,819,France,27046.46,2/28/2022,2/28/2022,2/28/2022,Female,39,9,133102.92,1,0
646,15569807,Ejimofor,3.56379E+15,673,France,20598.59,1/13/2022,1/13/2022,1/13/2022,Female,34,8,42157.08,1,0
647,15730830,Dale,6.76246E+16,752,France,104991.28,4/13/2022,4/13/2022,4/13/2022,Female,30,3,0,2,1
648,15805112,Pokrovsky,4.93638E+17,578,France,8996.97,7/9/2022,7/9/2022,7/9/2022,Male,38,7,82259.29,1,0
649,15633064,Stonebraker,5.60225E+15,438,France,64420.5,8/26/2022,8/26/2022,8/26/2022,Female,36,4,0,2,0
650,15703119,Liang,3.55189E+15,652,France,145700.22,7/20/2022,7/20/2022,7/20/2022,Male,38,6,0,2,1
651,15730447,Anderson,6.77172E+16,629,France,196335.48,4/23/2022,4/23/2022,4/23/2022,Female,49,4,0,2,1
652,15813850,Christian,6.76151E+15,720,France,14781.12,4/19/2022,4/19/2022,4/19/2022,Male,52,7,0,1,1
653,15711889,Mao,3.0594E+13,668,France,108139.23,7/30/2022,7/30/2022,7/30/2022,Male,42,3,150461.07,1,0
654,15664610,Campbell,3.52948E+15,459,Germany,19287.06,4/7/2022,4/7/2022,4/7/2022,Male,48,4,133994.52,1,1
655,15751710,Ginikanwa,3.0301E+13,729,Spain,9567.39,4/23/2022,4/23/2022,4/23/2022,Male,31,8,164870.81,2,1
656,15692926,Toscani,5.21094E+15,498,Germany,132210.49,9/20/2022,9/20/2022,9/20/2022,Male,25,8,121702.73,1,1
657,15813741,Nnachetam,3.54519E+15,549,Spain,21600.11,12/29/2021,12/29/2021,12/29/2021,Male,25,6,193858.2,1,1
658,15698474,Sagese,3.56896E+15,601,Germany,199661.5,1/24/2022,1/24/2022,1/24/2022,Female,54,1,131039.97,2,1
659,15568595,Fleming,3.54988E+15,544,France,124341.49,10/2/2022,10/2/2022,10/2/2022,Male,64,9,113829.45,1,1
660,15603065,Grubb,5.60225E+15,751,France,15766.1,6/10/2022,6/10/2022,6/10/2022,Female,30,6,0,2,0
661,15592937,Napolitani,4.91766E+15,632,Germany,33642.21,7/12/2022,7/12/2022,7/12/2022,Female,41,3,81877.38,1,1
662,15699637,Anenechi,4.91785E+15,694,Spain,117704.65,11/18/2022,11/18/2022,11/18/2022,Male,57,8,116326.07,1,1
663,15667215,Chandler,3.57793E+15,678,France,58803.28,6/25/2022,6/25/2022,6/25/2022,Male,31,2,0,2,1
664,15788659,Howells,3.5325E+15,695,France,137537.22,10/11/2022,10/11/2022,10/11/2022,Male,46,4,0,2,1
665,15763218,Akeroyd,5.0381E+18,661,France,131300.68,2/1/2022,2/1/2022,2/1/2022,Female,41,1,0,2,1
666,15645772,Onwumelu,2.01694E+14,661,France,84174.81,10/29/2022,10/29/2022,10/29/2022,Male,33,9,0,2,1
667,15725511,Wallace,5.60226E+16,559,France,160941.78,3/2/2022,3/2/2022,3/2/2022,Female,31,3,127070.73,1,1
668,15575024,Uwaezuoke,3.74288E+14,503,France,143954.99,11/28/2022,11/28/2022,11/28/2022,Male,29,3,0,2,1
669,15640825,Loyau,3.58692E+15,695,Spain,56297.85,3/23/2022,3/23/2022,3/23/2022,Male,46,3,122549.64,1,1
670,15662397,Small,3.58413E+15,640,France,8404.73,5/13/2022,5/13/2022,5/13/2022,Female,42,5,176099.13,1,1
671,15576368,Bledsoe,3.54495E+15,624,Germany,30020.09,12/4/2022,12/4/2022,12/4/2022,Female,48,3,122388.38,2,0
672,15674991,Kao,4.02697E+15,667,France,58137.42,9/8/2022,9/8/2022,9/8/2022,Male,42,9,0,2,1
673,15721024,Wickens,3.57388E+15,642,France,47472.68,11/25/2022,11/25/2022,11/25/2022,Male,26,0,0,1,0
674,15745621,Wertheim,3.53587E+15,640,Spain,19131.71,7/4/2022,7/4/2022,7/4/2022,Female,32,6,118879.35,2,1
675,15642394,He,5.02034E+18,529,Spain,187288.5,10/26/2022,10/26/2022,10/26/2022,Male,35,5,0,2,1
676,15754605,Jarvis,6.76199E+18,563,France,17603.81,2/20/2022,2/20/2022,2/20/2022,Female,39,5,0,2,1
677,15607040,P'an,3.37941E+14,593,Spain,67020.03,9/25/2022,9/25/2022,9/25/2022,Female,38,4,88736.44,2,0
678,15715142,Repina,6.04863E+15,739,Germany,147802.94,7/4/2022,7/4/2022,7/4/2022,Male,45,7,102703.62,1,1
679,15810978,Pugliesi,5.60226E+15,788,Spain,41610.62,7/26/2022,7/26/2022,7/26/2022,Female,70,1,0,2,1
680,15668886,Blakey,3.57723E+15,684,Spain,44255.65,7/14/2022,7/14/2022,7/14/2022,Female,38,3,0,2,0
681,15780804,Nucci,6.70996E+17,482,France,78416.14,5/12/2022,5/12/2022,5/12/2022,Male,55,5,97318.25,1,1
682,15613880,Higinbotham,3.557E+15,591,Spain,137254.55,10/29/2022,10/29/2022,10/29/2022,Male,58,5,128468.69,1,1
683,15775238,Achebe,5.02042E+15,651,Germany,151303.48,5/6/2022,5/6/2022,5/6/2022,Female,41,4,133432.59,1,1
684,15786905,Russo,3.56269E+15,749,Germany,86333.63,7/23/2022,7/23/2022,7/23/2022,Female,40,8,141782.57,2,0
685,15747867,Trevisani,6.39383E+15,583,France,89801.9,3/21/2022,3/21/2022,3/21/2022,Male,24,9,135125.28,1,0
686,15600337,Dobie,5.00767E+15,661,Spain,29358.57,1/1/2022,1/1/2022,1/1/2022,Male,42,2,178820.91,1,0
687,15801277,Maccallum,3.53047E+15,715,France,181600.72,9/6/2022,9/6/2022,9/6/2022,Female,31,2,112212.14,2,1
688,15579334,Watkins,3.54933E+15,769,Germany,124118.71,6/25/2022,6/25/2022,6/25/2022,Female,45,5,126674.81,1,0
689,15802741,Mitchel,5.14959E+15,625,France,38867.46,8/22/2022,8/22/2022,8/22/2022,Female,51,7,136294.97,1,0
690,15720649,Ferdinand,3.69308E+13,641,France,31106.67,6/28/2022,6/28/2022,6/28/2022,Female,36,5,66392.64,1,0
691,15589493,Otitodilinna,6.75965E+16,716,Germany,67611.36,2/4/2022,2/4/2022,2/4/2022,Male,27,1,122552.34,2,0
692,15688251,Mamelu,3.58656E+15,767,France,77837.63,11/26/2022,11/26/2022,11/26/2022,Male,43,1,76408.85,2,0
693,15665238,Beneventi,3.00214E+13,745,Germany,6078.46,2/8/2022,2/8/2022,2/8/2022,Male,36,8,145071.24,1,0
694,15740900,Perrodin,4.21895E+12,589,France,177896.92,7/29/2022,7/29/2022,7/29/2022,Male,34,6,0,2,1
695,15681068,Chinagorom,5.00236E+15,796,France,123882.73,11/13/2022,11/13/2022,11/13/2022,Female,45,2,109730.22,1,1
696,15748625,Napolitano,3.56456E+15,664,France,15304.08,12/29/2021,12/29/2021,12/29/2021,Male,57,6,0,2,1
697,15727299,Edgar,6.38813E+15,445,Spain,76569.64,11/15/2022,11/15/2022,11/15/2022,Male,62,1,64119.38,1,1
698,15620204,Walker,3.57869E+15,543,Germany,120657.32,1/8/2022,1/8/2022,1/8/2022,Female,57,1,106138.33,2,1
699,15669516,Steele,4.66701E+15,746,Spain,16436.56,8/18/2022,8/18/2022,8/18/2022,Male,36,2,0,2,1
700,15736534,Elkins,5.04837E+15,742,Germany,107667.91,5/5/2022,5/5/2022,5/5/2022,Male,33,0,181656.51,1,1
701,15803457,Hao,2.01514E+14,750,France,95611.47,12/12/2021,12/12/2021,12/12/2021,Female,32,5,0,2,0
702,15659098,Toscano,3.72302E+14,669,France,19799.26,11/17/2022,11/17/2022,11/17/2022,Male,30,7,95128.86,1,0
703,15603436,Savage,6.30401E+16,594,Spain,123214.74,12/6/2022,12/6/2022,12/6/2022,Female,49,2,126615.94,2,1
704,15566292,Okwuadigbo,5.44126E+15,574,Spain,71709.12,1/11/2022,1/11/2022,1/11/2022,Male,36,1,0,2,1
705,15808621,Mordvinova,5.89308E+18,659,Germany,149066.14,7/27/2022,7/27/2022,7/27/2022,Male,36,2,76190.48,2,1
706,15580148,Welch,4.0416E+15,750,Germany,20451.99,9/9/2022,9/9/2022,9/9/2022,Male,40,5,168286.81,3,0
707,15776231,Kent,3.5763E+15,626,Germany,32825.5,11/30/2022,11/30/2022,11/30/2022,Male,35,4,88109.81,1,1
708,15773809,Campbell,3.55761E+15,620,France,6232.31,4/5/2022,4/5/2022,4/5/2022,Male,42,4,0,2,0
709,15649423,Cooper,3.58592E+15,580,France,10357.03,9/20/2022,9/20/2022,9/20/2022,Female,35,8,0,2,1
710,15734886,Mazzi,3.01737E+13,686,France,147794.63,7/19/2022,7/19/2022,7/19/2022,Female,34,3,123971.51,2,0
711,15722548,Fisher,4.04138E+12,540,France,116973.48,10/5/2022,10/5/2022,10/5/2022,Male,48,0,148116.48,1,0
712,15650288,Summers,3.55779E+15,634,Germany,129964.94,5/1/2022,5/1/2022,5/1/2022,Male,35,6,116269.01,1,0
713,15629448,Brady,5.00236E+15,632,Spain,92816.86,9/22/2022,9/22/2022,9/22/2022,Male,38,1,120599.21,1,0
714,15716164,Nicholls,4.91163E+17,501,France,172114.67,6/23/2022,6/23/2022,6/23/2022,Female,41,3,144260.5,1,0
715,15807609,Yuan,4.90538E+17,650,Spain,16649.31,11/2/2022,11/2/2022,11/2/2022,Female,25,3,86605.5,3,0
716,15578977,Robinson,3.57902E+15,786,France,144517.19,1/4/2022,1/4/2022,1/4/2022,Male,34,9,0,2,0
717,15677369,Golubov,3.56569E+15,554,Germany,182038.6,1/17/2022,1/17/2022,1/17/2022,Female,37,4,58629.97,1,0
718,15804072,Chen,3.54247E+15,701,Spain,24210.56,4/27/2022,4/27/2022,4/27/2022,Female,42,5,0,2,0
719,15696859,Oldham,4.01796E+12,474,France,172175.9,10/25/2022,10/25/2022,10/25/2022,Male,45,10,0,2,0
720,15653780,Kambinachi,3.76703E+14,621,France,47578.45,2/7/2022,2/7/2022,2/7/2022,Female,43,5,0,1,1
721,15721658,Fleming,5.6108E+16,672,Spain,150694.42,11/22/2022,11/22/2022,11/22/2022,Female,56,2,209767.31,2,1
722,15578761,Cunningham,3.53906E+15,459,Spain,177683.02,3/15/2022,3/15/2022,3/15/2022,Female,42,6,129634.25,2,1
723,15736879,Obinna,5.04838E+15,669,France,66088.83,12/15/2021,12/15/2021,12/15/2021,Male,23,1,0,2,0
724,15571973,Chinwemma,4.91703E+15,776,France,169291.7,12/16/2021,12/16/2021,12/16/2021,Female,38,2,169824.46,1,0
725,15626742,Carpenter,3.58789E+15,694,France,117140.41,2/7/2022,2/7/2022,2/7/2022,Male,36,3,97530.25,1,1
726,15672692,Yin,3.74284E+14,787,France,79510.37,8/8/2022,8/8/2022,8/8/2022,Female,42,10,145988.65,2,1
727,15673570,Olsen,4.17501E+15,580,France,77108.66,2/11/2022,2/11/2022,2/11/2022,Male,37,9,0,2,1
728,15767432,Ts'ai,2.01779E+14,711,France,9679.28,1/13/2022,1/13/2022,1/13/2022,Female,25,7,0,3,1
729,15654238,Jen,5.89358E+18,673,France,81753.92,4/11/2022,4/11/2022,4/11/2022,Female,40,5,137494.28,1,0
730,15612525,Preston,4.90344E+18,499,France,131372.38,6/7/2022,6/7/2022,6/7/2022,Female,57,1,0,1,0
731,15812750,Ozioma,3.56407E+15,591,France,25310.82,2/15/2022,2/15/2022,2/15/2022,Male,24,6,147360,1,1
732,15790757,Cody,3.57828E+15,769,France,187925.75,4/16/2022,4/16/2022,4/16/2022,Female,25,10,0,2,0
733,15723873,Ponomarev,3.57041E+15,657,Spain,98820.39,12/10/2022,12/10/2022,12/10/2022,Male,31,3,125167.02,1,0
734,15744607,Martin,3.72302E+14,738,Germany,64166.7,7/15/2022,7/15/2022,7/15/2022,Male,43,9,121152.05,2,0
735,15612966,Milani,6.76263E+17,545,Germany,176924.21,12/1/2022,12/1/2022,12/1/2022,Female,60,7,128981.07,1,1
736,15784209,Tang,3.52987E+15,497,France,90055.08,3/11/2022,3/11/2022,3/11/2022,Male,47,6,0,1,1
737,15794278,Romani,5.60222E+15,816,Spain,72814.31,12/24/2021,12/24/2021,12/24/2021,Male,67,6,151858.98,1,1
738,15766741,McIntyre,6.30472E+16,525,France,168290.06,4/4/2022,4/4/2022,4/4/2022,Male,36,2,114628.4,1,1
739,15661036,Davis,3.56002E+15,725,France,161767.38,7/26/2022,7/26/2022,7/26/2022,Male,46,6,0,2,0
740,15705639,Onyemauchechukwu,3.539E+15,692,France,44420.18,5/27/2022,5/27/2022,5/27/2022,Female,28,8,95059.02,2,0
741,15637414,Gell,6.38516E+15,618,France,37147.61,7/8/2022,7/8/2022,7/8/2022,Female,24,7,128736.39,1,1
742,15716835,Rossi,3.55556E+15,546,France,125381.02,11/2/2022,11/2/2022,11/2/2022,Male,24,8,156325.38,1,1
743,15696231,Chiwetelu,3.54793E+15,635,France,149853.89,6/3/2022,6/3/2022,6/3/2022,Male,29,7,105405.97,1,1
744,15641675,Kirillova,5.60225E+15,611,France,161435.02,2/14/2022,2/14/2022,2/14/2022,Female,49,2,88915.37,3,0
745,15670755,Shaw,3.49449E+14,650,France,102925.76,5/15/2022,5/15/2022,5/15/2022,Male,60,8,0,2,1
746,15640059,Smith,5.41674E+15,606,France,70899.27,4/6/2022,4/6/2022,4/6/2022,Male,40,5,0,2,1
747,15787619,Hsieh,5.10017E+15,844,France,145936.28,5/11/2022,5/11/2022,5/11/2022,Male,18,2,160980.03,1,0
748,15587535,Onyemauchechukwu,3.78934E+14,450,Spain,54227.06,8/10/2022,8/10/2022,8/10/2022,Female,46,5,177619.71,1,0
749,15813034,Martin,3.5738E+15,727,Spain,59280.79,5/22/2022,5/22/2022,5/22/2022,Male,38,2,62276.99,1,1
750,15698839,Okwudilichukwu,4.91395E+15,460,Germany,126952.5,3/23/2022,3/23/2022,3/23/2022,Male,46,4,127559.97,2,1
751,15790314,Onuoha,3.54908E+15,649,France,130567.02,8/17/2022,8/17/2022,8/17/2022,Male,41,0,0,2,1
752,15634245,Muecke,3.48322E+14,758,Germany,73294.48,11/21/2022,11/21/2022,11/21/2022,Female,47,9,95523.16,1,0
753,15677305,Hsieh,3.01082E+13,490,France,3937.37,7/20/2022,7/20/2022,7/20/2022,Female,35,7,107749.03,1,1
754,15661526,Anderson,5.61087E+15,815,Germany,2383.59,8/15/2022,8/15/2022,8/15/2022,Male,37,2,110777.26,2,0
755,15685997,Azubuike,6.04529E+17,838,Spain,14279.44,8/18/2022,8/18/2022,8/18/2022,Female,39,5,166733.92,2,0
756,15660101,Nnonso,3.58268E+15,803,France,141300.53,10/24/2022,10/24/2022,10/24/2022,Male,31,9,157120.86,2,0
757,15637979,Fuller,6.39375E+15,664,Germany,78140.75,1/20/2022,1/20/2022,1/20/2022,Female,36,2,127160.78,2,0
758,15815364,Ashley,5.3269E+15,736,Spain,117431.1,12/24/2021,12/24/2021,12/24/2021,Female,28,2,0,2,1
759,15647099,Ts'ui,3.72302E+14,633,France,72008.61,2/5/2022,2/5/2022,2/5/2022,Female,37,9,156091.97,1,0
760,15625944,Buccho,3.54156E+15,664,France,60887.58,5/30/2022,5/30/2022,5/30/2022,Male,58,5,98668.18,1,1
761,15583212,Chidozie,3.52815E+15,600,France,194764.83,4/19/2022,4/19/2022,4/19/2022,Female,43,5,134022.06,1,0
762,15582741,Maclean,3.0426E+13,693,France,88705.14,5/25/2022,5/25/2022,5/25/2022,Female,35,5,124151.09,1,0
763,15637876,Burns,3.54353E+15,663,Germany,35817.97,7/28/2022,7/28/2022,7/28/2022,Female,36,6,77253.5,1,0
764,15622750,Chu,3.54397E+15,742,Germany,31520.4,12/14/2021,12/14/2021,12/14/2021,Female,21,1,114292.48,1,0
765,15672056,Kenenna,3.55246E+15,710,Germany,157908.19,1/16/2022,1/16/2022,1/16/2022,Male,43,2,140080.32,3,1
766,15812351,Beluchi,6.75904E+15,710,Spain,142200.15,12/2/2022,12/2/2022,12/2/2022,Female,27,2,135277.96,1,0
767,15810864,Williamson,3.54516E+15,700,France,182055.36,3/6/2022,3/6/2022,3/6/2022,Female,82,2,0,2,1
768,15677921,Bobrov,6.37064E+15,720,Germany,157552.08,4/24/2022,4/24/2022,4/24/2022,Male,60,9,115920.62,2,0
769,15724296,Kerr,5.60224E+17,684,Spain,120284.67,2/15/2022,2/15/2022,2/15/2022,Male,41,2,119782.72,2,0
770,15685329,McKenzie,6.30452E+17,531,France,24506.95,9/4/2022,9/4/2022,9/4/2022,Female,63,1,114715.71,1,1
771,15584091,Pitts,3.74623E+14,742,Germany,47271.61,4/23/2022,4/23/2022,4/23/2022,Female,36,2,129748.54,2,0
772,15640442,Standish,3.58316E+15,717,France,41176.6,10/28/2022,10/28/2022,10/28/2022,Male,31,4,129722.57,1,0
773,15639314,Cartwright,5.5208E+15,589,France,9468.64,6/4/2022,6/4/2022,6/4/2022,Male,32,2,0,2,1
774,15685320,Johnstone,5.60221E+18,767,France,123880.19,4/24/2022,4/24/2022,4/24/2022,Male,36,3,139180.2,1,0
775,15789158,Nikitina,5.01012E+15,636,Germany,158887.09,4/1/2022,4/1/2022,4/1/2022,Male,49,6,113599.74,2,0
776,15752137,McElroy,4.40565E+15,648,France,117036.38,12/11/2022,12/11/2022,12/11/2022,Male,33,7,134944,1,1
777,15712551,Shen,5.01882E+15,622,Germany,120415.61,3/20/2022,3/20/2022,3/20/2022,Female,58,7,116922.25,1,0
778,15628936,Archer,3.52885E+15,692,Spain,16064.25,12/22/2021,12/22/2021,12/22/2021,Male,28,9,118945.09,1,0
779,15797227,Otutodilinna,5.60223E+15,754,France,52615.62,6/12/2022,6/12/2022,6/12/2022,Male,28,8,0,2,1
780,15769974,Shih,6.75975E+15,679,Spain,121210.09,4/22/2022,4/22/2022,4/22/2022,Female,35,8,119182.73,1,0
781,15737051,Denisov,3.74289E+14,639,France,192247.35,2/4/2022,2/4/2022,2/4/2022,Male,27,8,0,2,0
782,15585595,Owens,2.01742E+14,774,France,68759.57,1/10/2022,1/10/2022,1/10/2022,Female,28,1,71264.02,2,1
783,15654060,P'eng,3.01311E+13,517,France,75937.47,4/15/2022,4/15/2022,4/15/2022,Male,41,2,0,2,1
784,15745196,Verco,3.58469E+15,571,France,84569.13,10/14/2022,10/14/2022,10/14/2022,Female,35,8,0,2,0
785,15571221,Bergamaschi,3.57156E+15,747,Germany,190696.35,11/12/2022,11/12/2022,11/12/2022,Male,58,7,116313.57,1,1
786,15660155,Lorenzo,3.57563E+15,792,Spain,67468.67,9/17/2022,9/17/2022,9/17/2022,Male,36,5,92140.15,1,1
787,15605284,Outtrim,3.58314E+15,688,France,104435.94,4/8/2022,4/8/2022,4/8/2022,Male,26,1,0,2,1
788,15694366,Hou,2.01913E+14,714,Germany,47166.55,8/16/2022,8/16/2022,8/16/2022,Male,42,2,177640.09,1,1
789,15600739,Galkin,4.17501E+15,562,Spain,119899.52,3/28/2022,3/28/2022,3/28/2022,Female,35,0,0,2,0
790,15653253,Pagnotto,3.57574E+15,704,Spain,173498.45,2/17/2022,2/17/2022,2/17/2022,Male,48,8,167997.6,1,1
791,15763431,Echezonachukwu,6.33377E+17,698,France,93249.26,10/28/2022,10/28/2022,10/28/2022,Male,36,2,82275.35,2,1
792,15643696,Young,4.84458E+15,611,France,142917.54,6/18/2022,6/18/2022,6/18/2022,Male,49,3,0,2,1
793,15707473,Summers,3.55489E+15,850,Germany,111755.8,4/24/2022,4/24/2022,4/24/2022,Female,48,6,111962.99,1,0
794,15769504,Munro,3.53655E+15,743,Germany,108543.21,9/19/2022,9/19/2022,9/19/2022,Female,34,1,131736.88,1,1
795,15776807,Brennan,5.61031E+15,654,France,180345.44,3/17/2022,3/17/2022,3/17/2022,Male,29,1,0,1,0
796,15686870,Ball,3.4082E+14,761,Germany,99444.02,1/27/2022,1/27/2022,1/27/2022,Male,36,8,108239.11,2,0
797,15668747,Virgo,4.40522E+15,702,France,109563.28,3/2/2022,3/2/2022,3/2/2022,Female,46,9,98444.19,1,1
798,15766908,Trevisani,2.01546E+14,488,Germany,92568.07,2/9/2022,2/9/2022,2/9/2022,Male,32,3,114540.38,1,0
799,15570134,Padovano,3.53421E+15,683,France,37976.36,3/20/2022,3/20/2022,3/20/2022,Female,35,6,187530.66,2,1
800,15567367,Tao,3.56154E+15,601,Germany,103315.74,2/9/2022,2/9/2022,2/9/2022,Female,42,9,133636.16,1,1
801,15747542,Perez,3.53493E+15,605,France,173952.5,11/23/2022,11/23/2022,11/23/2022,Male,52,7,0,2,1
802,15762238,Fraser,2.01765E+14,671,Germany,34673.98,12/27/2021,12/27/2021,12/27/2021,Female,44,0,84745.03,2,1
803,15681554,Alley,3.53016E+15,614,Germany,46163.44,2/23/2022,2/23/2022,2/23/2022,Female,31,7,120599.38,2,1
804,15712825,Howells,3.6113E+13,511,Spain,140676.98,7/25/2022,7/25/2022,7/25/2022,Female,29,9,0,2,1
805,15640280,Cameron,3.74622E+14,850,France,151738.54,8/27/2022,8/27/2022,8/27/2022,Male,39,4,127771.35,2,1
806,15756026,Hooper,5.60223E+15,790,Spain,14679.81,4/25/2022,4/25/2022,4/25/2022,Female,46,9,0,1,0
807,15613319,Rice,3.56547E+15,793,France,175544.02,4/2/2022,4/2/2022,4/2/2022,Female,33,0,0,1,0
808,15798906,Cox,3.58128E+15,628,France,181964.6,2/27/2022,2/27/2022,2/27/2022,Male,69,5,0,2,1
809,15708917,Martin,5.61007E+16,598,Germany,136886.86,1/8/2022,1/8/2022,1/8/2022,Male,53,10,167772.96,1,1
810,15778463,Ikenna,5.10014E+15,657,France,122218.23,5/11/2022,5/11/2022,5/11/2022,Female,37,6,95845.6,1,0
811,15699430,Davide,5.64182E+15,618,France,180439.75,8/24/2022,8/24/2022,8/24/2022,Female,35,10,0,2,0
812,15649992,Alexander,3.73441E+14,681,Spain,190419.81,6/21/2022,6/21/2022,6/21/2022,Male,65,7,134714.7,2,1
813,15578980,Piazza,4.01795E+15,516,Spain,58685.59,1/19/2022,1/19/2022,1/19/2022,Female,33,3,0,2,1
814,15775306,Ni,4.01795E+12,421,Germany,89017.38,12/22/2021,12/22/2021,12/22/2021,Male,28,8,122384.22,3,1
815,15641655,Black,6.04887E+17,700,France,50051.42,10/4/2022,10/4/2022,10/4/2022,Female,26,2,0,2,0
816,15619708,Harker,3.53056E+15,745,France,146041.45,10/13/2022,10/13/2022,10/13/2022,Male,25,5,157993.15,2,0
817,15734565,Hughes,3.5803E+15,696,France,191166.09,11/9/2022,11/9/2022,11/9/2022,Male,29,8,0,2,0
818,15806438,Chiabuotu,5.60222E+16,580,Germany,103516.08,10/28/2022,10/28/2022,10/28/2022,Female,42,2,123331.36,1,0
819,15591969,Kuo,5.60221E+15,497,Spain,164825.04,3/5/2022,3/5/2022,3/5/2022,Male,27,9,75263.16,1,1
820,15747807,Gallagher,3.57455E+15,720,France,172557.77,2/22/2022,2/22/2022,2/22/2022,Female,43,6,137824.03,2,0
821,15596939,Calabresi,5.02044E+17,659,Germany,84320.94,7/18/2022,7/18/2022,7/18/2022,Male,36,4,132578.92,2,0
822,15716155,Shaw,3.5402E+15,841,France,122662.98,4/23/2022,4/23/2022,4/23/2022,Female,36,5,156021.31,1,0
823,15765311,Zhirov,3.00151E+13,642,Spain,72085.1,6/25/2022,6/25/2022,6/25/2022,Male,34,8,0,1,0
824,15757811,Lloyd,3.54418E+15,732,Spain,110932.24,7/18/2022,7/18/2022,7/18/2022,Female,69,9,137453.43,1,1
825,15603830,Palmer,3.55425E+15,600,Spain,143635.36,3/21/2022,3/21/2022,3/21/2022,Male,36,4,0,2,0
826,15660602,Ch'eng,3.56722E+15,464,Germany,3710.34,10/11/2022,10/11/2022,10/11/2022,Male,33,8,164284.72,2,1
827,15660535,Avent,3.57003E+15,680,France,179843.33,9/4/2022,9/4/2022,9/4/2022,Female,47,5,0,2,1
828,15666633,Huang,6.75962E+15,758,Spain,10643.38,8/6/2022,8/6/2022,8/6/2022,Male,56,1,0,2,1
829,15596914,Shaw,3.04851E+13,630,Germany,131167.98,8/12/2022,8/12/2022,8/12/2022,Female,31,2,112373.49,2,1
830,15639788,Yuan,3.57249E+15,577,France,10553.31,3/3/2022,3/3/2022,3/3/2022,Female,39,10,0,2,0
831,15695846,Hawkins,3.54499E+15,684,France,130928.22,5/7/2022,5/7/2022,5/7/2022,Female,34,6,0,2,1
832,15726234,Trentini,3.02944E+13,708,Spain,157003.99,3/10/2022,3/10/2022,3/10/2022,Female,41,5,0,1,1
833,15797964,Cameron,3.54151E+15,732,Germany,138527.56,6/11/2022,6/11/2022,6/11/2022,Female,29,1,154333.82,1,1
834,15625881,Koehler,3.00672E+13,634,Germany,167032.49,4/28/2022,4/28/2022,4/28/2022,Male,37,3,111432.77,2,1
835,15780628,Wu,5.02028E+17,633,France,41642.29,8/5/2022,8/5/2022,8/5/2022,Female,30,6,0,2,0
836,15575883,Manna,5.01013E+15,559,France,9677,4/22/2022,4/22/2022,4/22/2022,Male,34,2,137390.11,2,0
837,15585036,Okoli,5.01013E+15,694,Spain,147012.22,2/24/2022,2/24/2022,2/24/2022,Female,37,3,0,2,1
838,15589488,Ch'eng,3.74622E+14,686,Germany,80553.87,7/6/2022,7/6/2022,7/6/2022,Female,56,5,111642.08,1,1
839,15585888,Nwokezuike,3.58336E+15,553,Spain,30730.95,11/6/2022,11/6/2022,11/6/2022,Female,48,3,0,1,1
840,15727915,Artemiev,5.60223E+15,507,France,140134.43,4/26/2022,4/26/2022,4/26/2022,Male,36,4,83543.37,1,0
841,15707567,Esposito,3.5635E+15,732,Germany,91936.1,9/20/2022,9/20/2022,9/20/2022,Male,50,6,145338.76,1,0
842,15737792,Abbie,5.10014E+15,818,France,178252.63,11/14/2022,11/14/2022,11/14/2022,Female,31,1,186796.37,1,0
843,15599433,Fanucci,5.64182E+18,660,Germany,198674.08,12/13/2021,12/13/2021,12/13/2021,Male,35,8,58641.43,1,1
844,15672012,Jen,3.74288E+14,773,Spain,28266.9,11/26/2022,11/26/2022,11/26/2022,Female,41,5,0,1,0
845,15806983,Moss,3.53588E+15,640,France,92381.01,7/18/2022,7/18/2022,7/18/2022,Male,44,3,137148.68,1,0
846,15592222,Lo,3.54803E+15,505,France,135180.11,4/14/2022,4/14/2022,4/14/2022,Male,49,7,80001.23,1,0
847,15608968,Averyanov,3.5724E+15,714,Germany,27330.59,12/15/2021,12/15/2021,12/15/2021,Male,21,6,86402.52,2,0
848,15586959,Unaipon,3.53064E+15,468,France,125305.34,3/12/2022,3/12/2022,3/12/2022,Female,42,5,0,2,0
849,15646558,Clamp,5.46274E+15,611,Spain,149648.45,11/10/2022,11/10/2022,11/10/2022,Male,51,1,122874.74,1,1
850,15725811,Lim,6.04003E+16,705,France,59887.15,8/22/2022,8/22/2022,8/22/2022,Male,25,0,97544.29,1,1
851,15572265,Wu,3.52996E+15,646,Germany,45041.32,2/14/2022,2/14/2022,2/14/2022,Male,46,1,170826.55,2,0
